Symbol,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume,Market Cap
TEX,Terex Corp.,NYSE,Industrial,Commercial Vehicles,41.4,sml,31.32,524150,2161.08
CVCO,"Cavco Industries, Inc.",NASD,Consumer Discretionary,Home Construction,85.4,sml,240.09,46553,2160.81
CBRL,"Cracker Barrel Old Country Store, Inc.",NASD,Consumer Discretionary,Restaurants & Bars,44.4,sml,93.48,311974,2150.04
NUS,"Nu Skin Enterprises, Inc.",NYSE,Consumer Staples,Personal Products,32.9,mid,42.94,277618,2147
ALGT,Allegiant Travel Co.,NASD,Industrial,Airlines,9.2,mid,118.76,212173,2137.68
VSAT,"ViaSat, Inc.",NASD,Technology,Telecom Equipment,4.1,mid,28.64,257645,2119.36
MED,"Medifast, Inc.",NYSE,Consumer Staples,Food Products,41.4,mid,176.03,129325,2112.36
WAFD,"Washington Federal, Inc.",NASD,Financial,Banks,77.9,sml,32.45,272705,2109.25
PIPR,Piper Sandler Companies,NYSE,Financial,Investment Services,36.3,mid,117.17,78015,2109.06
MTX,Minerals Technologies Inc.,NYSE,Materials,Commodity Chemicals,52.4,mid,63.73,108607,2103.09
THRM,Gentherm Inc.,NASD,Consumer Discretionary,Auto Parts,20,mid,63.67,176940,2101.11
CNO,CNO Financial Group Inc.,NYSE,Financial,Life Insurance,16.5,mid,18.08,1041195,2097.28
HPP,Hudson Pacific Properties Inc.,NYSE,Real Estate,Industrial & Office REITs,2.6,mid,14.46,1066399,2096.7
HAIN,"Hain Celestial Group, Inc.",NASD,Consumer Staples,Food Products,7.7,mid,23.29,762221,2096.1
APPS,"Digital Turbine, Inc.",NASD,Technology,Software,23.4,sml,21.35,2664304,2092.3
KTB,Kontoor Brands Inc.,NYSE,Consumer Discretionary,Clothing & Accessories,50.6,sml,37.36,280044,2092.16
SBCF,Seacoast Banking Corp. of Florida,NASD,Financial,Banks,59.2,mid,34.07,256621,2078.27
OI,"Owens Illinois, Inc.",NYSE,Materials,Containers & Packaging,46.5,mid,13.3,831209,2074.8
AVAV,AeroVironment Inc.,NASD,Industrial,Defense,92.6,mid,82.92,120969,2073
KAR,KAR Auction Services Inc.,NYSE,Consumer Discretionary,Special Consumer Services,91.1,sml,16.98,489754,2071.56
ENR,"Energizer Holdings, Inc.",NYSE,Consumer Staples,Nondurable Home Products,27.9,mid,29.17,372010,2071.07
KMT,"Kennametal, Inc.",NYSE,Industrial,Industrial Machinery,38.6,sml,24.89,582451,2065.87
GMS,GMS Inc.,NYSE,Industrial,Building Materials,82.6,sml,47.95,302498,2061.85
RCUS,"Arcus Biosciences, Inc.",NYSE,Health Care,Pharmaceuticals,77.1,sml,28.63,535924,2061.36
AEO,"American Eagle Outfitters, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,21.8,sml,12.12,3973147,2048.28
SABR,Sabre Corp.,NASD,Consumer Discretionary,Travel & Tourism,25.9,sml,6.28,3771385,2047.28
MYGN,"Myriad Genetics, Inc.",NASD,Health Care,Biotechnology,92.7,sml,25.56,708202,2044.8
ROIC,Retail Opportunity Investmnt Corp.,NASD,Real Estate,Retail REITs,62.4,sml,16.46,571323,2041.04
GNW,Genworth Financial Inc.,NYSE,Financial,Life Insurance,82.7,sml,4,2817412,2040
PSMT,"PriceSmart, Inc.",NASD,Consumer Discretionary,Broadline Retailers,28.6,mid,65.68,110825,2036.08
MD,"Mednax, Inc.",NYSE,Health Care,Health Care Providers,82.2,sml,23.4,715843,2035.8
PRGS,Progress Software Corp.,NASD,Technology,Software,76.6,mid,47.06,274716,2023.58
CSGS,"CSG Systems Intl, Inc.",NASD,Technology,Software,90.8,sml,63.21,109652,2022.72
EPC,Edgewell Personal Care Co.,NYSE,Consumer Staples,Personal Products,69.6,sml,38.03,341304,2015.59
BANR,Banner Corp.,NASD,Financial,Banks,81.9,sml,59.26,162238,2014.84
TRN,Trinity Industries Inc.,NYSE,Industrial,Commercial Vehicles,53.1,sml,24.23,583306,2011.09
PRK,Park National Corp.,AMEX,Financial,Banks,79.3,sml,125.22,21965,2003.52
SIX,Six Flags Entertainment Corp.,NYSE,Consumer Discretionary,Recreational Services,21.2,sml,23.11,2304211,1987.46
RAMP,"LiveRamp Holdings, Inc.",NYSE,Communication Services,Media Agencies,31.9,sml,28.79,500082,1986.51
TPH,Tri Pointe Homes Inc.,NYSE,Consumer Discretionary,Home Construction,56,sml,19.27,2303701,1984.81
IDCC,InterDigital Inc.,NASD,Technology,Semiconductors,72.4,sml,63.76,105768,1976.56
ARCB,ArcBest Corp.,NASD,Industrial,Trucking,86,sml,82.3,155233,1975.2
FFBC,First Financial Bancorp.,NASD,Financial,Banks,63.7,sml,20.98,317586,1972.12
CEIX,CONSOL Energy Inc.,NYSE,Energy,Coal,99.5,sml,56.28,538703,1969.8
URBN,"Urban Outfitters, Inc.",NASD,Consumer Discretionary,Apparel Retailers,42.4,sml,21.15,1538459,1966.95
FBC,"Flagstar Bancorp, Inc.",NYSE,Financial,Banks,46.3,sml,37.01,201853,1961.53
FBK,FB Financial Corp.,NYSE,Financial,Banks,78.8,sml,41.35,164988,1943.45
AAWW,"Atlas Air Worldwide Holdings, Inc.",NASD,Industrial,Delivery Services,67.5,sml,68.4,302860,1915.2
NVEE,"NV5 Holdings, Inc.",NASD,Industrial,Business Support Services,92.8,sml,127.68,42115,1915.2
DVAX,Dynavax Technologies Corp.,NASD,Health Care,Biotechnology,95.5,sml,15.18,1162577,1912.68
TTGT,TechTarget Inc.,NASD,Communication Services,Publishing,36.8,sml,63.7,214648,1911
SHAK,Shake Shack Inc.,NYSE,Consumer Discretionary,Restaurants & Bars,46.4,sml,48.83,747944,1904.37
CTRE,"CareTrust REIT, Inc.",NYSE,Real Estate,Specialty REITs,82.5,sml,19.63,336395,1904.11
WGO,Winnebago Industries Inc.,NYSE,Consumer Discretionary,Recreational Products,85.2,sml,59.19,715257,1894.08
LRN,Stride Inc.,NYSE,Consumer Discretionary,Special Consumer Services,97.3,sml,43.67,720656,1877.81
ESE,"Esco Technologies, Inc.",NYSE,Technology,Electronic Equipment,72.3,sml,71.98,65890,1871.48
DRH,DiamondRock Hospitality Co.,NYSE,Real Estate,Hotel & Lodging REITs,66.9,sml,8.84,2388165,1865.24
TRMK,Trustmark Corp.,NASD,Financial,Banks,75.4,sml,30.5,218905,1860.5
WRE,Washington R E I T,NYSE,Real Estate,Diversified REITs,48.1,sml,21.23,525371,1847.01
NPO,"EnPro Industries, Inc.",NYSE,Industrial,Industrial Machinery,54.5,sml,87.91,71516,1846.11
WWW,Wolverine World Wide Inc.,NYSE,Consumer Discretionary,Footwear,74.3,sml,22.67,298594,1836.27
UE,Urban Edge Properties,NYSE,Real Estate,Retail REITs,52.3,sml,15.6,600676,1825.2
AAT,American Assets Trust Inc.,NYSE,Real Estate,Diversified REITs,44.3,sml,29.79,133236,1817.19
VRTV,Veritiv Corp.,NYSE,Industrial,Industrial Suppliers,92.9,sml,120.89,106543,1813.35
XHR,"Xenia Hotels & Resorts, Inc.",NYSE,Real Estate,Hotel & Lodging REITs,64.9,sml,15.87,423573,1809.18
FLGT,"Fulgent Genetics, Inc.",NASD,Health Care,Health Care Providers,72.5,sml,60.3,462605,1809
ODP,The ODP Corporation,NASD,Consumer Discretionary,Specialty Retailers,70.1,sml,36.74,396133,1800.26
IRWD,Ironwood Pharmaceuticals Inc.,NASD,Health Care,Pharmaceuticals,80.5,sml,11.64,1563201,1792.56
ELF,"e.l.f. Beauty, Inc.",NYSE,Consumer Staples,Personal Products,96.1,sml,34.32,788151,1784.64
TBK,"Triumph Bancorp, Inc.",NASD,Financial,Banks,41.7,sml,71.05,206355,1776.25
XNCR,"Xencor, Inc.",NASD,Health Care,Biotechnology,70.9,sml,29.55,273974,1773
AMPH,"Amphastar Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,95.7,sml,36.09,223656,1768.41
NWN,Northwest Natural Gas,NYSE,Utilities,Gas Distribution,82.9,sml,51.91,208893,1764.94
KN,Knowles Corp.,NYSE,Technology,Telecom Equipment,70.5,sml,19.17,442269,1763.64
DEA,"Easterly Government Properties, Inc.",NYSE,Real Estate,Industrial & Office REITs,68.8,sml,19.37,482411,1762.67
STRA,"Strategic Education, Inc.",NASD,Consumer Discretionary,Special Consumer Services,93.6,sml,70.36,85627,1759
ATGE,"Adtalem Global Education, Inc.",NYSE,Consumer Discretionary,Special Consumer Services,96,sml,39.08,283539,1758.6
TWO,Two Harbors Investment Corp.,NYSE,Real Estate,Mortgage REITs,81.4,sml,5.1,2204813,1754.4
POLY,"Plantronics, Inc.",NYSE,Technology,Telecom Equipment,94.5,sml,39.83,499940,1752.52
PFS,Provident Financial Services Inc.,NYSE,Financial,Banks,80.9,sml,23.22,205024,1741.5
LKFN,Lakeland Financial Corp.,NASD,Financial,Banks,64.3,sml,69.64,114028,1741
HOPE,"Hope Bancorp, Inc.",NASD,Financial,Banks,69.9,sml,14.47,792296,1736.4
RNST,Renasant Corp.,NASD,Financial,Banks,58.2,sml,31,309330,1736
CCS,"Century Communities, Inc.",NYSE,Consumer Discretionary,Home Construction,66.2,sml,52.5,321215,1732.5
MDRX,"Allscripts, Inc.",NASD,Technology,Software,38.8,sml,14.84,905517,1721.44
PLAY,Dave & Buster's Entertainment Inc.,NASD,Consumer Discretionary,Restaurants & Bars,70.4,sml,34.99,754975,1714.51
TDS,Telephone & Data Systems Inc.,NYSE,Communication Services,Mobile Telecommunications,31.3,sml,14.88,1475972,1711.2
XPEL,Xpel Inc.,NASD,Consumer Discretionary,Auto Parts,91.8,sml,61.07,318000,1709.96
VSTO,Vista Outdoor Inc.,NYSE,Consumer Discretionary,Recreational Products,37.1,sml,29.91,497725,1704.87
GOGO,GOGO Inc.,NASD,Technology,Telecom Equipment,79.6,sml,15.22,612349,1704.64
GPRE,Green Plains Inc,NASD,Materials,Specialty Chemicals,81.6,sml,31.56,666838,1704.24
NBTB,"NBT Bancorp, Inc.",NASD,Financial,Banks,85.4,sml,39.22,121823,1686.46
XPER,Xperi Holding Corp,NASD,Technology,Semiconductors,78.8,sml,16.2,384790,1684.8
NWBI,"Northwest Bancshares, Inc.",NASD,Financial,Banks,75.4,sml,13.13,603327,1667.51
VBTX,"Veritex Holdings, Inc.",NASD,Financial,Banks,42.1,sml,30.77,248728,1661.58
B,"Barnes Group, Inc.",NYSE,Industrial,Industrial Suppliers,35.3,sml,32.57,175303,1661.07
SNEX,INTL FCStone Inc.,NASD,Financial,Investment Services,95.1,sml,83,100621,1660
MNRO,"Monro, Inc.",NASD,Consumer Discretionary,Special Consumer Services,79.1,sml,48.6,308599,1652.4
VGR,Vector Group Ltd.,NYSE,Consumer Staples,Tobacco,71.5,sml,10.66,514592,1652.3
SKT,Tanger Fctry Outlet Cntrs,NYSE,Real Estate,Retail REITs,70.3,sml,15.87,777753,1650.48
BLMN,Bloomin' Brands Inc.,NASD,Consumer Discretionary,Restaurants & Bars,64.8,sml,18.41,1160855,1638.49
USPH,"U.S. Physical Therapy, Inc.",NYSE,Health Care,Health Care Providers,95.9,sml,125.22,43914,1627.86
BGS,B&G Foods Inc.,NYSE,Consumer Staples,Food Products,39.7,sml,23.52,727829,1622.88
LGND,Ligand Pharmaceuticals Inc.,NASD,Health Care,Biotechnology,58.2,sml,95.14,60334,1617.38
NXRT,"NexPoint Residential Trust, Inc.",NYSE,Real Estate,Residential REITs,41.8,sml,62.2,99459,1617.2
MRTN,"Marten Transport, Ltd.",NASD,Industrial,Trucking,94.4,sml,19.66,580356,1612.12
ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,Real Estate,Mortgage REITs,68.9,sml,11.42,1208342,1610.22
ECPG,Encore Capital Group Inc.,NASD,Financial,Consumer Finance,90.8,sml,67.08,190846,1609.92
MSEX,Middlesex Water Co.,NASD,Utilities,Water,66.7,sml,89.35,68033,1608.3
UCTT,Ultra Clean Holdings Inc.,NASD,Technology,Semiconductors,58.7,sml,35.59,294349,1601.55
AKR,Acadia Realty Trust,NYSE,Real Estate,Retail REITs,47.4,sml,16.79,603614,1595.05
BDN,Brandywine Realty Trust,NYSE,Real Estate,Industrial & Office REITs,30.5,sml,9.32,1574251,1593.72
OSIS,"OSI Systems, Inc.",NASD,Technology,Electronic Equipment,90,sml,93.58,54579,1590.86
SUPN,"Supernus Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,83.5,sml,29.88,263560,1583.64
EBS,Emergent BioSolutions Inc.,NYSE,Health Care,Biotechnology,29.5,sml,31.62,408995,1581
GFF,Griffon Corp.,NYSE,Industrial,Building Materials,94.3,sml,27.53,271958,1569.21
MYRG,"MYR Group, Inc.",NASD,Industrial,Heavy Construction,83.4,sml,91.99,65740,1563.83
GNL,"Global Net Lease, Inc.",NYSE,Real Estate,Diversified REITs,90.2,sml,15.03,614528,1563.12
PRAA,"PRA Group, Inc.",NASD,Financial,Consumer Finance,57.7,sml,39.06,161198,1562.4
HCC,Warrior Met Coal Inc.,NYSE,Energy,Coal,77,sml,29.94,665988,1556.88
SLVM,Sylvamo Corp.,NYSE,Materials,Paper,,,35.3,469619,1553.2
TSE,"Trinseo, SA",NYSE,Materials,Commodity Chemicals,52.6,sml,43.03,366069,1549.08
LNN,Lindsay Corp.,NYSE,Industrial,Commercial Vehicles,88.5,sml,140.7,74328,1547.7
SAH,"Sonic Automotive, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,48.5,sml,38.6,314817,1544
EMBC,Embecta Corp.,NASD,Health Care,Medical Equipment,,,27.03,320103,1540.71
NMIH,"NMI Holdings, Inc.",NASD,Financial,Mortgage Finance,42.9,sml,17.82,306872,1532.52
WABC,Westamerica Bancorp,NASD,Financial,Banks,69.9,sml,56.65,153972,1529.55
BKE,"Buckle, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,69.5,sml,30.51,302179,1525.5
ADUS,Addus HomeCare Corp.,NASD,Health Care,Health Care Providers,93.5,sml,95.23,61032,1523.68
AIR,AAR Corp.,NYSE,Industrial,Aerospace,84,sml,43.53,668927,1523.55
MTRN,Materion Corp.,NYSE,Industrial,Industrial Machinery,65.6,sml,76.16,97584,1523.2
LTC,"LTC Properties, Inc.",NYSE,Real Estate,Specialty REITs,89.1,sml,39.02,248120,1521.78
CAKE,Cheesecake Factory Inc.,NASD,Consumer Discretionary,Restaurants & Bars,37.4,sml,28.59,806450,1515.27
HNI,"Hon Industries, Inc.",NYSE,Consumer Discretionary,Furnishings,67.3,sml,36.05,128677,1514.1
MMI,"Marcus & Millichap, Inc.",NYSE,Real Estate,Real Estate Services,56.3,sml,38.79,67522,1512.81
PLMR,"Palomar Holdings, Inc.",NASD,Financial,Property-Casualty Insurance,89,sml,60.51,106927,1512.75
OXM,Oxford Industries Inc.,NYSE,Consumer Discretionary,Clothing & Accessories,87.5,sml,93.88,89027,1502.08
EGBN,"Eagle Bancorp, Inc.",NASD,Financial,Banks,41,sml,46.62,200460,1491.84
CHEF,"Chefs' Warehouse, Inc.",NASD,Consumer Staples,Food Retailers,93,sml,38.84,354681,1475.92
MEI,"Methode Electronics, Inc.",NYSE,Technology,Electrical Components,51.9,sml,38.55,160622,1464.9
ALG,"Alamo Group, Inc.",NYSE,Industrial,Commercial Vehicles,53.1,sml,122.05,24169,1464.6
GDOT,Green Dot Corp.,NYSE,Financial,Consumer Finance,49.5,sml,27.11,287528,1463.94
SBH,Sally Beauty Holdings Inc.,NYSE,Consumer Discretionary,Specialty Retailers,49,sml,13.63,726343,1458.41
DDD,3D Systems Corp.,NYSE,Technology,Computer Hardware,29,sml,11.17,1125126,1452.1
EXTR,"Extreme Networks, Inc.",NASD,Technology,Telecom Equipment,83,sml,11.07,798684,1450.17
PLUS,"ePlus, Inc.",NASD,Technology,Computer Services,86.9,sml,53.61,81581,1447.47
ROCK,Gibraltar Steel Corp.,NASD,Industrial,Building Materials,46,sml,43.73,123261,1443.09
VIVO,Meridian Bioscience Inc.,NASD,Health Care,Medical Supplies,97.2,sml,32.69,644966,1438.36
COHU,"Cohu, Inc.",NASD,Technology,Semiconductors,73.7,sml,29.31,207095,1436.19
AMCX,AMC Networks Inc.,NASD,Communication Services,Entertainment,52.5,sml,32.65,179350,1403.95
HMN,Horace Mann Educators Corp.,NYSE,Financial,Property-Casualty Insurance,44.6,sml,33.96,269794,1392.36
STC,Stewart Information Services Corp.,NYSE,Financial,Mortgage Finance,40.9,sml,51.47,62207,1389.69
CRS,Carpenter Tech Corp.,NYSE,Materials,Steel,53.7,sml,28.95,300778,1389.6
RCII,"Rent-A-Center, Inc.",NASD,Consumer Discretionary,Special Consumer Services,28.1,sml,23.55,515484,1389.45
INT,World Fuel Services Corp.,NYSE,Industrial,Transportation Services,41,sml,22.01,424457,1386.63
PLAB,"Photronics, Inc.",NASD,Technology,Semiconductors,96.1,sml,22.34,889849,1385.08
SAFT,"Safety Insurance Group, Inc.",NASD,Financial,Property-Casualty Insurance,87,sml,92.06,70761,1380.9
RGNX,REGENXBIO Inc.,NASD,Health Care,Biotechnology,95.4,sml,32.09,203818,1379.87
MODV,ModivCare Inc.,NASD,Consumer Discretionary,Special Consumer Services,63.1,sml,98.55,92563,1379.7
UVV,Universal Corp.,NYSE,Consumer Staples,Tobacco,71.7,sml,55.06,136562,1376.5
CRSR,Corsair Gaming Inc.,NASD,Technology,Computer Hardware,31.5,sml,14.48,507966,1375.6
JACK,"Jack In The Box, Inc.",NASD,Consumer Discretionary,Restaurants & Bars,40.3,sml,65.42,281407,1373.82
FDP,Fresh Del Monte Produce,NYSE,Consumer Staples,Food Products,85.3,sml,28.47,359865,1366.56
GVA,Granite Construction Inc.,NYSE,Industrial,Heavy Construction,56,sml,30.26,232079,1361.7
RES,"RPC, Inc.",NYSE,Energy,Oil Equipment & Services,53.4,sml,6.3,1125403,1360.8
RILY,"B. Riley Financial, Inc.",NASD,Industrial,Business Support Services,46.9,sml,48.41,187574,1355.48
PATK,"Patrick Industries, Inc.",NASD,Industrial,Building Materials,66.2,sml,58.72,177603,1350.56
CXW,"CoreCivic, Inc.",NYSE,Industrial,Business Support Services,82.9,sml,11.07,532937,1350.54
VCEL,Vericel Corp.,NASD,Health Care,Biotechnology,54.9,sml,28.65,273764,1346.55
PMT,PennyMac Mortgage Investment Trust,NYSE,Real Estate,Mortgage REITs,69.8,sml,14.63,717302,1345.96
VRTS,"Virtus Investment Partners, Inc.",NASD,Financial,Asset Managers,40.9,sml,191.59,57777,1341.13
TTMI,"TTM Technologies, Inc.",NASD,Technology,Electrical Components,68.1,sml,13.17,347881,1330.17
KREF,KKR Real Estate Finance Trust Inc.,NYSE,Financial,Specialty Finance,72.1,sml,18.73,526603,1329.83
PRLB,Proto Labs Inc.,NYSE,Industrial,Industrial Machinery,66.5,sml,49.23,107726,1329.21
USNA,"USANA Health Sciences, Inc.",NYSE,Consumer Staples,Food Products,33.7,sml,69.94,66295,1328.86
FCF,First Commonwlth Fncl Pa,NYSE,Financial,Banks,67.7,sml,14.13,284643,1328.22
AGYS,Agilysys Inc.,NASD,Technology,Computer Hardware,97.1,sml,52.78,123207,1319.5
ALEX,"Alexander & Baldwin, Inc.",NYSE,Real Estate,Real Estate Development,41.5,sml,18.04,265447,1316.92
TBBK,Bancorp Bank,NASD,Financial,Banks,72.2,sml,23.05,442909,1313.85
AVNS,"Avanos Medical, Inc.",NYSE,Health Care,Medical Supplies,61.7,sml,27.95,335394,1313.65
OFG,"Oriental Fncl Group, Inc.",NYSE,Financial,Banks,77.7,sml,26.76,233236,1311.24
FBNC,First Bancorp,NASD,Financial,Banks,50.6,sml,36.31,98424,1307.16
LPI,"Laredo Petroleum Holdings, Inc.",NYSE,Energy,Exploration & Production,87.2,sml,76.72,513137,1304.24
CFFN,Capitol Federal Financial,NASD,Financial,Banks,49.7,sml,9.36,530456,1301.04
BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,Financial,Banks,82,sml,27.37,322242,1286.39
CUBI,"Customers Bancorp, Inc.",NYSE,Financial,Banks,35.2,sml,38.9,376100,1283.7
GTY,Getty Realty Corp. Holding Co.,NYSE,Real Estate,Retail REITs,73.4,sml,27.28,97991,1282.16
MHO,"M/I Homes, Inc.",NYSE,Consumer Discretionary,Home Construction,71.7,sml,45.58,234614,1276.24
STAR,iStar Inc.,NYSE,Real Estate,Mortgage REITs,34.1,sml,15.31,510351,1270.73
TALO,"Talos Energy, Inc.",NYSE,Energy,Exploration & Production,91.4,sml,15.29,1243983,1269.07
SCHL,Scholastic Corp.,NASD,Communication Services,Publishing,73,sml,36.89,138721,1254.26
HOUS,Anywhere Real Estate Inc.,NYSE,Real Estate,Real Estate Services,29.5,sml,10.59,1161265,1249.62
NBHC,National Bank Holdings Corp.,NYSE,Financial,Banks,82.2,sml,41.36,108801,1240.8
SLP,"Simulations Plus, Inc.",NASD,Technology,Software,97.3,sml,61.59,174955,1231.8
VRE,"Veris Residential, Inc.",NYSE,Real Estate,Industrial & Office REITs,36.9,sml,13.53,604636,1231.23
NXGN,"NextGen Healthcare, Inc.",NASD,Technology,Software,82.2,sml,18.3,303649,1226.1
CSR,Centerspace,NYSE,Real Estate,Diversified REITs,55.5,sml,81.7,64856,1225.5
CHCO,City Holding Co.,NASD,Financial,Banks,83.5,sml,81.67,47178,1225.05
CASH,"Meta Financial Group, Inc.",NASD,Financial,Banks,44.8,sml,42.2,181660,1223.8
CDMO,"Avid Bioservices, Inc.",NASD,Health Care,Biotechnology,92.6,sml,19.7,951566,1221.4
PRA,ProAssurance Corp.,NYSE,Financial,Property-Casualty Insurance,69.4,sml,22.59,163779,1219.86
AROC,"Archrock, Inc",NYSE,Energy,Oil Equipment & Services,56.8,sml,7.86,650110,1218.3
CNXN,"PC Connection, Inc.",NASD,Technology,Computer Hardware,88.2,sml,46.78,24769,1216.28
DCOM,"Dime Community Bancshares, Inc.",NASD,Financial,Banks,66.4,sml,31.14,61331,1214.46
IRBT,iRobot Corp.,NASD,Consumer Discretionary,Durable Household Products,35.5,sml,44.88,383835,1211.76
GDEN,"Golden Entertainment, Inc.",NASD,Consumer Discretionary,Gambling,62.7,sml,41.78,124732,1211.62
CTS,CTS Corp.,NYSE,Technology,Electrical Components,90.2,sml,37.6,105311,1203.2
SSP,Scripps E W Co.,NASD,Communication Services,Publishing,43.3,sml,14.48,194249,1201.84
